"Est","date","YJday","hh.mm.ss","bat.Volts","Temp_Aire","H_relativa","P_atm","Precip_Total","Vel_Viento","Dir_Viento","Irradiancia","Alt_NieveD","T_Suelo"
"C7300810","2020-09-12 12:00:00",2020256,"12:00:00",14.16,6.087,7.766,500.7,0,21.29,342.6,0.717,0,3.422
"C7300810","2020-09-12 13:00:00",2020256,"13:00:00",14.15,5.517,6.821,500.6,0,26.37,25.58,0.891,0,5.211
"C7300810","2020-09-12 14:00:00",2020256,"14:00:00",14.07,6.179,7.969,500.7,0,23.18,55.88,0.901,0.100000000000001,6.957
"C7300810","2020-09-12 15:00:00",2020256,"15:00:00",14.06,6.639,9.45,500.7,0,22.95,33.15,0.836,0,8.33
"C7300810","2020-09-12 16:00:00",2020256,"16:00:00",14.07,6.26,14.25,500.6,0,24.26,77.4,0.698,0,8.93
"C7300810","2020-09-12 17:00:00",2020256,"17:00:00",14.11,5.327,18.33,500.6,0,24.83,0.192,0.498,0,8.49
"C7300810","2020-09-12 18:00:00",2020256,"18:00:00",14.15,4.477,19.31,500.6,0,26.86,25.41,0.388,0,7.987
"C7300810","2020-09-12 19:00:00",2020256,"19:00:00",13.6,2.973,24.52,500.5,0,26.75,21.32,0.042,0,7.425
"C7300810","2020-09-12 20:00:00",2020256,"20:00:00",13.33,2.612,25.23,500.5,0,27.26,329.6,0,0,6.73
"C7300810","2020-09-12 21:00:00",2020256,"21:00:00",13.14,2.142,26.62,500.6,0,27.05,327.6,0,0,6.059
"C7300810","2020-09-12 22:00:00",2020256,"22:00:00",13.04,2.237,22.83,500.6,0,23.16,328.1,0,0,5.473
"C7300810","2020-09-12 23:00:00",2020256,"23:00:00",13,2.155,16.28,500.6,0,21.27,28.66,0,0,4.96
"C7300810","2020-09-13 00:00:00",2020257,"00:00:00",12.98,2.157,12.77,500.6,0,18,289.2,0,0,4.447
"C7300810","2020-09-13 01:00:00",2020257,"01:00:00",12.98,0.839,12.77,500.5,0,14.05,52.73,0,0,3.974
"C7300810","2020-09-13 02:00:00",2020257,"02:00:00",12.95,-2.371,19.67,500.5,0,12.75,60.24,0,0,3.487
"C7300810","2020-09-13 03:00:00",2020257,"03:00:00",12.93,1.048,9.67,500.6,0,15.7,2.255,0,0,2.977
"C7300810","2020-09-13 04:00:00",2020257,"04:00:00",12.9,0.75,11.96,500.6,0,22.68,323,0,0,2.599
"C7300810","2020-09-13 05:00:00",2020257,"05:00:00",12.88,-4.17,27.64,500.5,0,15.08,61.9,0,0,2.325
"C7300810","2020-09-13 06:00:00",2020257,"06:00:00",12.84,0.586,9.4,500.6,0,18.39,10.01,0,0,1.999
"C7300810","2020-09-13 07:00:00",2020257,"07:00:00",12.79,-0.432,12.7,500.6,0,22.22,11.52,0,0,1.721
"C7300810","2020-09-13 08:00:00",2020257,"08:00:00",12.78,-1.366,14.06,500.5,0,16.55,63.68,0.013,0,1.503
"C7300810","2020-09-13 09:00:00",2020257,"09:00:00",13.45,0.277,16.42,500.7,0,19.58,38.39,0.264,0,1.362
"C7300810","2020-09-13 10:00:00",2020257,"10:00:00",14.18,2.763,9.53,500.7,0,21.52,55.6,0.487,0,1.81
"C7300810","2020-09-13 11:00:00",2020257,"11:00:00",14.19,5.201,7.058,500.7,0,16.14,3.429,0.674,0,3.253
"C7300810","2020-09-13 12:00:00",2020257,"12:00:00",14.15,5.707,9.39,500.6,0,21.36,316.6,0.815,0,4.504
"C7300810","2020-09-13 13:00:00",2020257,"13:00:00",14.12,5.423,8.37,500.6,0,24.01,349,0.896,0,6.296
"C7300810","2020-09-13 14:00:00",2020257,"14:00:00",14.07,6.273,9.12,500.7,0,20.87,353.2,0.905,0,7.987
"C7300810","2020-09-13 15:00:00",2020257,"15:00:00",14.07,6.451,10.33,500.7,0,21.79,0.168,0.841,0,9.34
"C7300810","2020-09-13 16:00:00",2020257,"16:00:00",14.07,6.066,11.61,500.7,0,23.81,88,0.71,0,9.81
"C7300810","2020-09-13 17:00:00",2020257,"17:00:00",14.07,6.26,13.84,500.6,0,24.09,334.8,0.525,0,9.34
"C7300810","2020-09-13 18:00:00",2020257,"18:00:00",14.11,5.705,15.67,500.6,0,22.33,329.6,0.297,0,8.8
"C7300810","2020-09-13 19:00:00",2020257,"19:00:00",13.47,4.997,14.92,500.5,0,18.29,345.1,0.012,0,8.18
"C7300810","2020-09-13 20:00:00",2020257,"20:00:00",13.1,2.515,23.31,500.5,0,11.65,78.13,0,0,7.45
"C7300810","2020-09-13 21:00:00",2020257,"21:00:00",13.03,-0.4,36.49,500.5,0,12.64,73.64,0,0,6.675
"C7300810","2020-09-13 22:00:00",2020257,"22:00:00",13,-1.426,35.75,500.5,0,8.3,50.04,0,0,5.954
"C7300810","2020-09-13 23:00:00",2020257,"23:00:00",12.97,-2.691,37.51,500.5,0,8.15,39.37,0,0,5.27
"C7300810","2020-09-14 00:00:00",2020258,"00:00:00",12.96,-4.144,43.4,500.5,0,6.383,57.36,0,0,4.64
"C7300810","2020-09-14 01:00:00",2020258,"01:00:00",12.94,-5.043,45.29,500.5,0,6.146,58.6,0,0,4.058
"C7300810","2020-09-14 02:00:00",2020258,"02:00:00",12.92,-5.125,42.63,500.6,0,8.38,55.21,0,0,3.49
"C7300810","2020-09-14 03:00:00",2020258,"03:00:00",12.89,-5.267,41.85,500.6,0,8.85,61.25,0,0,2.983
"C7300810","2020-09-14 04:00:00",2020258,"04:00:00",12.85,-6.166,44.9,500.6,0,8.27,69.18,0,0,2.55
"C7300810","2020-09-14 05:00:00",2020258,"05:00:00",12.82,-6.497,44.02,500.6,0,10.19,64.21,0,0,2.156
"C7300810","2020-09-14 06:00:00",2020258,"06:00:00",12.78,-7.389,48.08,500.6,0,10.62,55.07,0,0,1.78
"C7300810","2020-09-14 07:00:00",2020258,"07:00:00",12.75,-6.155,39.86,500.6,0,10.51,45.71,0,0,1.459
"C7300810","2020-09-14 08:00:00",2020258,"08:00:00",12.74,-7.195,46.05,500.6,0,11.82,63.28,0.014,0,1.176
"C7300810","2020-09-14 09:00:00",2020258,"09:00:00",13.49,-4.419,38.13,500.8,0,11.55,61.23,0.267,0,0.972
"C7300810","2020-09-14 10:00:00",2020258,"10:00:00",14.55,-2.31,35.76,500.7,0,15.07,93,0.485,0,1.024
"C7300810","2020-09-14 11:00:00",2020258,"11:00:00",14.33,3.671,16.01,500.8,0,10.81,55.31,0.676,0,2.245
"C7300810","2020-09-14 12:00:00",2020258,"12:00:00",14.19,6.668,13.71,500.7,0,9.18,87.2,0.817,0,3.65
"C7300810","2020-09-14 13:00:00",2020258,"13:00:00",14,9.63,10.4,500.8,0,5.342,146.2,0.899,0,5.982
"C7300810","2020-09-14 14:00:00",2020258,"14:00:00",13.86,11.4,8.71,500.8,0,6.963,66.22,0.908,0,8.4
"C7300810","2020-09-14 15:00:00",2020258,"15:00:00",13.86,11,8.44,500.8,0,20.26,52.41,0.843,0,10.01
"C7300810","2020-09-14 16:00:00",2020258,"16:00:00",13.9,10.11,9.89,500.8,0,24.75,38.44,0.706,0,10.53
"C7300810","2020-09-14 17:00:00",2020258,"17:00:00",13.93,9.55,10.77,500.8,0,27.27,5.944,0.517,0,10.04
"C7300810","2020-09-14 18:00:00",2020258,"18:00:00",13.97,8.7,14.04,500.7,0,23.14,32.16,0.293,0,9.51
"C7300810","2020-09-14 19:00:00",2020258,"19:00:00",13.45,6.744,17.83,500.6,0,23.42,4.075,0.013,0,8.91
"C7300810","2020-09-14 20:00:00",2020258,"20:00:00",13.23,5.613,21.21,500.6,0,16.94,348.3,0,0,8.18
"C7300810","2020-09-14 21:00:00",2020258,"21:00:00",13.09,2.605,32.66,500.5,0,12.8,68.34,0,0,7.469
"C7300810","2020-09-14 22:00:00",2020258,"22:00:00",13.02,0.497,41.62,500.5,0,15.3,94.5,0,0,6.781
"C7300810","2020-09-14 23:00:00",2020258,"23:00:00",12.99,0.316,39.9,500.6,0,15.97,75.3,0,0,6.121
"C7300810","2020-09-15 00:00:00",2020259,"00:00:00",12.98,1.835,29.13,500.6,0,14.95,47.26,0,0,5.53
"C7300810","2020-09-15 01:00:00",2020259,"01:00:00",12.98,-0.197,36.15,500.5,0,12.77,69.12,0,0,5.055
"C7300810","2020-09-15 02:00:00",2020259,"02:00:00",12.95,-1.994,41.83,500.5,0,13.06,53.76,0,0,4.586
"C7300810","2020-09-15 03:00:00",2020259,"03:00:00",12.93,-1.602,33.05,500.5,0,12.8,43.14,0,0,4.093
"C7300810","2020-09-15 04:00:00",2020259,"04:00:00",12.91,-2.548,37.41,500.6,0,11.74,75.87,0,0,3.63
"C7300810","2020-09-15 05:00:00",2020259,"05:00:00",12.88,-1.458,26.56,500.6,0,14.16,98,0,0,3.185
"C7300810","2020-09-15 06:00:00",2020259,"06:00:00",12.86,-0.847,20.88,500.6,0,18.66,103.1,0,0,2.826
"C7300810","2020-09-15 07:00:00",2020259,"07:00:00",12.82,-1.933,25.55,500.5,0,19.66,73.62,0,0,2.524
"C7300810","2020-09-15 08:00:00",2020259,"08:00:00",12.81,-2.879,29.6,500.5,0,19.13,74.53,0.014,0,2.221
"C7300810","2020-09-15 09:00:00",2020259,"09:00:00",13.56,0.09,24.19,500.7,0,17.88,95.4,0.274,0,2.08
"C7300810","2020-09-15 10:00:00",2020259,"10:00:00",14.37,3.15,20.2,500.7,0,16.58,86.5,0.494,0,2.717
"C7300810","2020-09-15 11:00:00",2020259,"11:00:00",14.15,6.571,7.768,500.8,0,15.48,339.5,0.682,0,4.104
"C7300810","2020-09-15 12:00:00",2020259,"12:00:00",14.11,7.219,9.52,500.6,0,22.16,37.95,0.822,0.149999999999999,5.334
"C7300810","2020-09-15 13:00:00",2020259,"13:00:00",14.07,6.841,10.81,500.6,0,25.26,342.1,0.897,0,7.091
"C7300810","2020-09-15 14:00:00",2020259,"14:00:00",14.03,7.403,15.06,500.7,0,24.38,29.7,0.903,0,8.71
"C7300810","2020-09-15 15:00:00",2020259,"15:00:00",14.04,6.686,16.14,500.6,0,27.75,45.3,0.858,0,9.81
"C7300810","2020-09-15 16:00:00",2020259,"16:00:00",14.07,6.119,21.13,500.6,0,29.42,15.72,0.737,0,10.02
"C7300810","2020-09-15 17:00:00",2020259,"17:00:00",14.07,5.749,24.45,500.6,0,30.45,16.33,0.532,0,9.57
"C7300810","2020-09-15 18:00:00",2020259,"18:00:00",14.12,4.667,21.95,500.6,0,28.65,9.11,0.286,0,9
"C7300810","2020-09-15 19:00:00",2020259,"19:00:00",13.57,3.401,26.27,500.5,0,27.07,10.24,0.026,0,8.33
"C7300810","2020-09-15 20:00:00",2020259,"20:00:00",13.3,2.897,26.41,500.5,0,27.68,18.32,0,0,7.557
"C7300810","2020-09-15 21:00:00",2020259,"21:00:00",13.12,2.378,26.31,500.6,0,25.55,25.37,0,0,6.881
"C7300810","2020-09-15 22:00:00",2020259,"22:00:00",13.03,2.142,25.23,500.6,0,26.37,176.7,0,0,6.284
"C7300810","2020-09-15 23:00:00",2020259,"23:00:00",13,1.774,28.78,500.6,0,26.41,0.144,0,0,5.778
"C7300810","2020-09-16 00:00:00",2020260,"00:00:00",12.99,3.191,13.24,500.6,0,23.9,348.4,0,0,5.34
"C7300810","2020-09-16 01:00:00",2020260,"01:00:00",12.99,2.236,18.71,500.6,0,29.2,353,0,0,4.979
"C7300810","2020-09-16 02:00:00",2020260,"02:00:00",12.97,1.772,24.46,500.6,0,27.15,347.5,0,0,4.694
"C7300810","2020-09-16 03:00:00",2020260,"03:00:00",12.96,2.146,18.07,500.6,0,25.71,17.65,0,0,4.457
"C7300810","2020-09-16 04:00:00",2020260,"04:00:00",12.95,1.633,16.42,500.6,0,27.14,36.6,0,0,4.239
"C7300810","2020-09-16 05:00:00",2020260,"05:00:00",12.92,1.351,16.08,500.6,0,26.73,33.94,0,0,4.012
"C7300810","2020-09-16 06:00:00",2020260,"06:00:00",12.89,0.453,23.51,500.6,0,24.91,47.66,0,0,3.803
"C7300810","2020-09-16 07:00:00",2020260,"07:00:00",12.85,-1.525,45.14,500.5,0,25.73,87.2,0,0,3.614
"C7300810","2020-09-16 08:00:00",2020260,"08:00:00",12.81,-1.568,51.6,500.5,0,20.06,336.6,0.019,0,3.383
"C7300810","2020-09-16 09:00:00",2020260,"09:00:00",13.13,-0.007,51.97,500.6,0,20.86,54.22,0.091,0,3.203
"C7300810","2020-09-16 10:00:00",2020260,"10:00:00",14.04,2.061,42.47,500.7,0,19.2,50.95,0.154,0,3.264
"C7300810","2020-09-16 11:00:00",2020260,"11:00:00",14.33,3.277,38.57,500.6,0,19.97,45.59,0.515,0,3.609
"C7300810","2020-09-16 12:00:00",2020260,"12:00:00",14.23,4.208,34.18,500.6,0,25.26,58.65,0.808,0,4.236
"C7300810","2020-09-16 13:00:00",2020260,"13:00:00",14.19,4.195,33.23,500.6,0,23.89,99,0.477,0,5.318
"C7300810","2020-09-16 14:00:00",2020260,"14:00:00",14.15,5.423,30.32,500.7,0,21.73,88.1,1.032,0,6.282
"C7300810","2020-09-16 15:00:00",2020260,"15:00:00",14.12,5.99,29.71,500.7,0,22.53,62.93,0.872,0,7.322
"C7300810","2020-09-16 16:00:00",2020260,"16:00:00",14.07,6.173,28.77,500.7,0,24.21,33.78,0.741,0,8.2
"C7300810","2020-09-16 17:00:00",2020260,"17:00:00",14.16,4.619,32.96,500.6,0,23.48,7.168,0.147,0,8.2
"C7300810","2020-09-16 18:00:00",2020260,"18:00:00",14.21,3.733,36.41,500.5,0,27.13,15.15,0.053,0,7.709
"C7300810","2020-09-16 19:00:00",2020260,"19:00:00",13.56,3.026,38.43,500.6,0,28.22,39.47,0.025,0,7.075
"C7300810","2020-09-16 20:00:00",2020260,"20:00:00",13.32,2.378,38.98,500.5,0,21.91,26.45,0,0,6.476
"C7300810","2020-09-16 21:00:00",2020260,"21:00:00",13.14,2.143,40.74,500.6,0,24.78,333.6,0,0,5.929
"C7300810","2020-09-16 22:00:00",2020260,"22:00:00",13.04,2.483,36.72,500.6,0,21.53,351.5,0,0,5.454
"C7300810","2020-09-16 23:00:00",2020260,"23:00:00",13.01,1.588,37.4,500.6,0,13.97,51.12,0,0,5.055
"C7300810","2020-09-17 00:00:00",2020261,"00:00:00",12.99,0.419,37.91,500.5,0,18.95,55.56,0,0,4.638
"C7300810","2020-09-17 01:00:00",2020261,"01:00:00",12.98,2.771,30.47,500.7,0,20.12,354.3,0,0,4.249
"C7300810","2020-09-17 02:00:00",2020261,"02:00:00",12.97,-1.427,43.32,500.5,0,21.53,58.25,0,0,3.965
"C7300810","2020-09-17 03:00:00",2020261,"03:00:00",12.95,3.115,26.86,500.7,0,21.68,28.93,0,0,3.592
"C7300810","2020-09-17 04:00:00",2020261,"04:00:00",12.93,-0.433,36.09,500.5,0,20.67,85.8,0,0,3.333
"C7300810","2020-09-17 05:00:00",2020261,"05:00:00",12.9,-0.953,36.76,500.5,0,23.81,79.14,0,0,3.053
"C7300810","2020-09-17 06:00:00",2020261,"06:00:00",12.88,0.65,31.69,500.7,0,18.18,53.5,0,0,2.803
"C7300810","2020-09-17 07:00:00",2020261,"07:00:00",12.84,-1.804,43.32,500.5,0,22.08,74.11,0,0,2.617
"C7300810","2020-09-17 08:00:00",2020261,"08:00:00",12.83,3.872,31.69,500.7,0,21.83,37.74,0.052,0,2.391
"C7300810","2020-09-17 09:00:00",2020261,"09:00:00",13.57,5.167,32.7,500.7,0,25.11,35.61,0.283,0,2.552
"C7300810","2020-09-17 10:00:00",2020261,"10:00:00",14.03,8.26,22.08,500.7,0,24.76,322.5,0.501,0,3.469
"C7300810","2020-09-17 11:00:00",2020261,"11:00:00",14.03,8.54,21.61,500.7,0,22.35,343.1,0.69,0,4.954
"C7300810","2020-09-17 12:00:00",2020261,"12:00:00",14.03,8.64,19.42,500.7,0,27.01,339.8,0.831,0,6.105
"C7300810","2020-09-17 13:00:00",2020261,"13:00:00",13.97,9.65,14.95,500.7,0,23.87,354.2,0.914,0,7.798
"C7300810","2020-09-17 14:00:00",2020261,"14:00:00",13.93,11.4,10.4,500.8,0,23.89,54.95,0.921,0,9.5
"C7300810","2020-09-17 15:00:00",2020261,"15:00:00",13.87,11.29,12.35,500.8,0,23.16,79.25,0.855,0,10.84
"C7300810","2020-09-17 16:00:00",2020261,"16:00:00",13.87,10.01,15.73,500.8,0,26.6,28.97,0.72,0.469999999999999,11.22
"C7300810","2020-09-17 17:00:00",2020261,"17:00:00",13.9,10.78,14.65,500.8,0,24.23,78.51,0.53,0,10.84
"C7300810","2020-09-17 18:00:00",2020261,"18:00:00",13.93,9.13,16.98,500.7,0,23.31,22.43,0.304,0,10.38
"C7300810","2020-09-17 19:00:00",2020261,"19:00:00",13.39,7.307,19.72,500.6,0,21.15,26.9,0.013,0,9.83
"C7300810","2020-09-17 20:00:00",2020261,"20:00:00",13.19,6.557,20.26,500.6,0,23.06,8.46,0,0,9.14
"C7300810","2020-09-17 21:00:00",2020261,"21:00:00",13.08,5.578,27.22,500.6,0,23.8,8.25,0,0,8.46
"C7300810","2020-09-17 22:00:00",2020261,"22:00:00",13.03,5.251,28.1,500.6,0,22.92,3.285,0,0,7.864
"C7300810","2020-09-17 23:00:00",2020261,"23:00:00",13.01,-0.512,42.83,500.5,0,17.37,81.8,0,0,7.344
"C7300810","2020-09-18 00:00:00",2020262,"00:00:00",12.98,1.402,23.28,500.5,0,20.3,90.4,0,0,6.733
"C7300810","2020-09-18 01:00:00",2020262,"01:00:00",12.97,1.071,21.28,500.6,0,24.63,96.3,0,0,6.14
"C7300810","2020-09-18 02:00:00",2020262,"02:00:00",12.95,-0.716,27.84,500.5,0,23,78.71,0,0,5.607
"C7300810","2020-09-18 03:00:00",2020262,"03:00:00",12.93,-0.953,24.67,500.6,0,21.06,74.85,0,0,5.118
"C7300810","2020-09-18 04:00:00",2020262,"04:00:00",12.9,-1.189,27.13,500.5,0,19.43,73.65,0,0,4.681
"C7300810","2020-09-18 05:00:00",2020262,"05:00:00",12.87,-1,24.8,500.6,0,18.52,70.68,0,0,4.254
"C7300810","2020-09-18 06:00:00",2020262,"06:00:00",12.84,1.507,15.14,500.6,0,18.97,72.36,0,0,3.885
"C7300810","2020-09-18 07:00:00",2020262,"07:00:00",12.82,1.602,14.06,500.6,0,21.56,80.5,0,0,3.601
"C7300810","2020-09-18 08:00:00",2020262,"08:00:00",12.83,1.885,13.48,500.6,0,20.26,63.57,0.087,0,3.371
"C7300810","2020-09-18 09:00:00",2020262,"09:00:00",13.63,2.852,18.54,500.7,0,21.93,68.71,0.295,0,3.424
"C7300810","2020-09-18 10:00:00",2020262,"10:00:00",14.11,4.777,16.85,500.6,0,21.09,85.8,0.514,0,4.237
"C7300810","2020-09-18 11:00:00",2020262,"11:00:00",14.07,9.68,5.335,500.8,0,18.14,35.43,0.703,0,5.53
"C7300810","2020-09-18 12:00:00",2020262,"12:00:00",13.96,9.7,6.346,500.7,0,22.78,6.327,0.843,0,6.783
"C7300810","2020-09-18 13:00:00",2020262,"13:00:00",13.93,10.12,6.549,500.7,0,26.12,7.645,0.922,0,8.51
"C7300810","2020-09-18 14:00:00",2020262,"14:00:00",13.94,10.45,7.899,500.8,0,26.74,24.52,0.926,0,10.07
"C7300810","2020-09-18 15:00:00",2020262,"15:00:00",13.9,10.03,8.91,500.8,0,28.95,25.86,0.853,0,11.2
"C7300810","2020-09-18 16:00:00",2020262,"16:00:00",13.9,10.02,11.81,500.8,0,29.01,73.86,0.716,0,11.52
"C7300810","2020-09-18 17:00:00",2020262,"17:00:00",13.94,9.17,14.99,500.7,0,26.81,76.67,0.525,0,11.11
"C7300810","2020-09-18 18:00:00",2020262,"18:00:00",13.96,8.14,13.5,500.7,0,23.61,12.99,0.308,0,10.58
"C7300810","2020-09-18 19:00:00",2020262,"19:00:00",13.42,6.507,17.63,500.5,0,23.34,27.43,0.016,0,9.99
"C7300810","2020-09-18 20:00:00",2020262,"20:00:00",13.21,5.521,21.17,500.6,0,24.81,5.97,0,0,9.31
"C7300810","2020-09-18 21:00:00",2020262,"21:00:00",13.07,5.343,21.58,500.6,0,25.1,6.858,0,0,8.64
"C7300810","2020-09-18 22:00:00",2020262,"22:00:00",13.02,5.203,19.69,500.6,0,24.34,8.56,0,0,8.07
"C7300810","2020-09-18 23:00:00",2020262,"23:00:00",13.01,4.965,17.63,500.6,0,20.77,78.84,0,0,7.585
"C7300810","2020-09-19 00:00:00",2020263,"00:00:00",12.99,2.554,20.87,500.6,0,15.47,55.08,0,0,7.133
"C7300810","2020-09-19 01:00:00",2020263,"01:00:00",12.98,1.161,20.68,500.5,0,13.51,83.4,0,0,6.675
"C7300810","2020-09-19 02:00:00",2020263,"02:00:00",12.95,-0.48,24.26,500.5,0,13.42,34.21,0,0,6.161
"C7300810","2020-09-19 03:00:00",2020263,"03:00:00",12.93,-0.054,20.27,500.5,0,10.58,48.56,0,0,5.622
"C7300810","2020-09-19 04:00:00",2020263,"04:00:00",12.9,-1.177,21.9,500.5,0,5.796,8.66,0,0,5.137
"C7300810","2020-09-19 05:00:00",2020263,"05:00:00",12.87,-0.609,20.38,500.6,0,5.875,0.168,0,0,4.681
"C7300810","2020-09-19 06:00:00",2020263,"06:00:00",12.83,-1.31,22.37,500.5,0,4.13,43.58,0,0,4.257
"C7300810","2020-09-19 07:00:00",2020263,"07:00:00",12.79,-2.062,22.71,500.5,0,3.094,308.5,0,0,3.849
"C7300810","2020-09-19 08:00:00",2020263,"08:00:00",12.78,-4.805,36.17,500.5,0,4.343,23.95,0.088,0,3.433
"C7300810","2020-09-19 09:00:00",2020263,"09:00:00",13.59,1.282,23.25,500.9,0,3.545,260,0.299,0,3.276
"C7300810","2020-09-19 10:00:00",2020263,"10:00:00",14.15,4.791,15.54,500.8,0,3.697,191.5,0.517,0,4.295
"C7300810","2020-09-19 11:00:00",2020263,"11:00:00",14.1,5.424,15.53,500.7,0,5.388,211.2,0.705,0,6.05
"C7300810","2020-09-19 12:00:00",2020263,"12:00:00",14,9.58,7.091,500.8,0,11.58,347.5,0.841,0,7.36
"C7300810","2020-09-19 13:00:00",2020263,"13:00:00",13.96,9.17,7.797,500.7,0,24.4,325.4,0.918,0.32,9
"C7300810","2020-09-19 14:00:00",2020263,"14:00:00",13.93,10.03,9.62,500.8,0,24.45,21.21,0.925,0.0600000000000023,10.46
"C7300810","2020-09-19 15:00:00",2020263,"15:00:00",13.9,10.21,11.21,500.8,0,24.96,348.7,0.896,0,11.6
"C7300810","2020-09-19 16:00:00",2020263,"16:00:00",13.93,10.07,11.78,500.8,0,27.36,4.098,0.726,0,12.02
"C7300810","2020-09-19 17:00:00",2020263,"17:00:00",13.93,9.32,14.31,500.7,0,28.64,2.636,0.533,0,11.61
"C7300810","2020-09-19 18:00:00",2020263,"18:00:00",13.96,8.7,16.71,500.7,0,28.21,2.469,0.305,0,11.07
"C7300810","2020-09-19 19:00:00",2020263,"19:00:00",13.48,7.312,21.48,500.6,0,26.68,340.7,0.013,0,10.49
"C7300810","2020-09-19 20:00:00",2020263,"20:00:00",13.25,6.841,23.03,500.6,0,26.35,319.7,0,0,9.8
"C7300810","2020-09-19 21:00:00",2020263,"21:00:00",13.11,6.235,25.06,500.6,0,23.1,322.9,0,0,9.16
"C7300810","2020-09-19 22:00:00",2020263,"22:00:00",13.04,6.195,22.29,500.6,0,19.2,341.6,0,0,8.58
"C7300810","2020-09-19 23:00:00",2020263,"23:00:00",13.01,2.744,30.36,500.5,0,12.21,25.99,0,0,8.07
"C7300810","2020-09-20 00:00:00",2020264,"00:00:00",12.99,1.532,29.79,500.5,0,14.36,65.36,0,0,7.549
"C7300810","2020-09-20 01:00:00",2020264,"01:00:00",12.98,1.304,24.8,500.6,0,16.65,62.48,0,0,7.002
"C7300810","2020-09-20 02:00:00",2020264,"02:00:00",12.97,1.541,25.47,500.6,0,19.82,83.6,0,0,6.523
"C7300810","2020-09-20 03:00:00",2020264,"03:00:00",12.95,1.446,23.65,500.6,0,19.47,49.68,0,0,6.121
"C7300810","2020-09-20 04:00:00",2020264,"04:00:00",12.93,1.872,22.13,500.6,0,20.03,64.09,0,0,5.759
"C7300810","2020-09-20 05:00:00",2020264,"05:00:00",12.91,2.676,18.78,500.6,0,20.66,59.65,0,0,5.435
"C7300810","2020-09-20 06:00:00",2020264,"06:00:00",12.88,2.013,19.26,500.6,0,20.58,51.55,0,0,5.15
"C7300810","2020-09-20 07:00:00",2020264,"07:00:00",12.85,2.581,18.51,500.6,0,20.56,26.1,0,0,4.865
"C7300810","2020-09-20 08:00:00",2020264,"08:00:00",12.86,3.062,18.04,500.6,0,16.76,73.72,0.091,0,4.599
"C7300810","2020-09-20 09:00:00",2020264,"09:00:00",13.68,3.658,15.54,500.7,0,17.7,49.12,0.301,0,4.552
"C7300810","2020-09-20 10:00:00",2020264,"10:00:00",14.15,6.667,13.27,500.8,0,19.94,354,0.52,0,5.28
"C7300810","2020-09-20 11:00:00",2020264,"11:00:00",14.07,7.692,13.71,500.7,0,26.35,327.7,0.704,0,6.564
"C7300810","2020-09-20 12:00:00",2020264,"12:00:00",14.04,9.39,11.45,500.7,0,27.78,344.9,0.845,0,7.61
"C7300810","2020-09-20 13:00:00",2020264,"13:00:00",13.99,8.94,12.15,500.7,0,26.48,43.55,0.923,0,9.1
"C7300810","2020-09-20 14:00:00",2020264,"14:00:00",13.93,9.88,13.43,500.8,0,24.3,55.03,0.927,0,10.62
"C7300810","2020-09-20 15:00:00",2020264,"15:00:00",13.93,9.88,14.31,500.8,0,23.51,0.024,0.86,0,11.8
"C7300810","2020-09-20 16:00:00",2020264,"16:00:00",13.93,9.55,15.73,500.8,0,24.45,43.28,0.723,0,12.19
"C7300810","2020-09-20 17:00:00",2020264,"17:00:00",13.93,8.42,21.3,500.7,0,23.79,60.2,0.53,0,11.78
"C7300810","2020-09-20 18:00:00",2020264,"18:00:00",14,7.615,24.78,500.7,0,21.38,15.15,0.311,0,11.27
"C7300810","2020-09-20 19:00:00",2020264,"19:00:00",13.41,6.036,29.31,500.5,0,22.48,40.08,0.014,0,10.67
"C7300810","2020-09-20 20:00:00",2020264,"20:00:00",13.21,5.431,30.97,500.6,0,22.08,10.29,0,0,9.96
"C7300810","2020-09-20 21:00:00",2020264,"21:00:00",13.08,5.059,31.44,500.6,0,21.56,0.528,0,0,9.29
"C7300810","2020-09-20 22:00:00",2020264,"22:00:00",13.03,5.06,27.29,500.6,0,18.63,0.168,0,0,8.7
"C7300810","2020-09-20 23:00:00",2020264,"23:00:00",13.01,4.259,28.47,500.6,0,17.31,39.21,0,0,8.19
"C7300810","2020-09-21 00:00:00",2020265,"00:00:00",12.98,3.655,27.5,500.5,0,11.99,8.99,0,0,7.727
"C7300810","2020-09-21 01:00:00",2020265,"01:00:00",12.98,1.634,31.55,500.5,0,12.13,70.04,0,0,7.252
"C7300810","2020-09-21 02:00:00",2020265,"02:00:00",12.96,0.177,32.3,500.5,0,15.99,96.1,0,0,6.772
"C7300810","2020-09-21 03:00:00",2020265,"03:00:00",12.94,-0.48,31.69,500.5,0,18.67,93.1,0,0,6.297
"C7300810","2020-09-21 04:00:00",2020265,"04:00:00",12.91,-0.574,30.95,500.6,0,19.93,76.22,0,0,5.841
"C7300810","2020-09-21 05:00:00",2020265,"05:00:00",12.88,1.176,19.02,500.6,0,18.87,61.87,0,0,5.422
"C7300810","2020-09-21 06:00:00",2020265,"06:00:00",12.85,-0.385,23.82,500.5,0,20.36,94.6,0,0,5.079
"C7300810","2020-09-21 07:00:00",2020265,"07:00:00",12.82,-0.811,23.25,500.5,0,17.32,94.9,0,0,4.738
"C7300810","2020-09-21 08:00:00",2020265,"08:00:00",12.84,0.372,21.29,500.6,0,13.2,101.3,0.095,0,4.415
