"Est","date","YJday","hh.mm.ss","bat.Volts","Temp_Aire","H_relativa","P_atm","Precip_Total","Vel_Viento","Dir_Viento","Irradiancia","Alt_NieveD","T_Suelo"
"C7300810","2018-06-13 17:00:00",2018164,"17:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-13 18:00:00",2018164,"18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-13 19:00:00",2018164,"19:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-13 20:00:00",2018164,"20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-13 21:00:00",2018164,"21:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-13 22:00:00",2018164,"22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-13 23:00:00",2018164,"23:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 00:00:00",2018165,"00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 01:00:00",2018165,"01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 02:00:00",2018165,"02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 03:00:00",2018165,"03:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 04:00:00",2018165,"04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 05:00:00",2018165,"05:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 06:00:00",2018165,"06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 07:00:00",2018165,"07:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 08:00:00",2018165,"08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 09:00:00",2018165,"09:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 10:00:00",2018165,"10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 11:00:00",2018165,"11:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 12:00:00",2018165,"12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 13:00:00",2018165,"13:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 14:00:00",2018165,"14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 15:00:00",2018165,"15:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 16:00:00",2018165,"16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 17:00:00",2018165,"17:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 18:00:00",2018165,"18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 19:00:00",2018165,"19:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 20:00:00",2018165,"20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 21:00:00",2018165,"21:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 22:00:00",2018165,"22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-14 23:00:00",2018165,"23:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 00:00:00",2018166,"00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 01:00:00",2018166,"01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 02:00:00",2018166,"02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 03:00:00",2018166,"03:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 04:00:00",2018166,"04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 05:00:00",2018166,"05:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 06:00:00",2018166,"06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 07:00:00",2018166,"07:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 08:00:00",2018166,"08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 09:00:00",2018166,"09:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 10:00:00",2018166,"10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 11:00:00",2018166,"11:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 12:00:00",2018166,"12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 13:00:00",2018166,"13:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 14:00:00",2018166,"14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 15:00:00",2018166,"15:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 16:00:00",2018166,"16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 17:00:00",2018166,"17:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 18:00:00",2018166,"18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 19:00:00",2018166,"19:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 20:00:00",2018166,"20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 21:00:00",2018166,"21:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 22:00:00",2018166,"22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-15 23:00:00",2018166,"23:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 00:00:00",2018167,"00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 01:00:00",2018167,"01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 02:00:00",2018167,"02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 03:00:00",2018167,"03:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 04:00:00",2018167,"04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 05:00:00",2018167,"05:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 06:00:00",2018167,"06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 07:00:00",2018167,"07:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 08:00:00",2018167,"08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 09:00:00",2018167,"09:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 10:00:00",2018167,"10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 11:00:00",2018167,"11:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 12:00:00",2018167,"12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 13:00:00",2018167,"13:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 14:00:00",2018167,"14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 15:00:00",2018167,"15:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 16:00:00",2018167,"16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 17:00:00",2018167,"17:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 18:00:00",2018167,"18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 19:00:00",2018167,"19:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 20:00:00",2018167,"20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 21:00:00",2018167,"21:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 22:00:00",2018167,"22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-16 23:00:00",2018167,"23:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 00:00:00",2018168,"00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 01:00:00",2018168,"01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 02:00:00",2018168,"02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 03:00:00",2018168,"03:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 04:00:00",2018168,"04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 05:00:00",2018168,"05:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 06:00:00",2018168,"06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 07:00:00",2018168,"07:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 08:00:00",2018168,"08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 09:00:00",2018168,"09:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 10:00:00",2018168,"10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 11:00:00",2018168,"11:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 12:00:00",2018168,"12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 13:00:00",2018168,"13:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 14:00:00",2018168,"14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 15:00:00",2018168,"15:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 16:00:00",2018168,"16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 17:00:00",2018168,"17:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 18:00:00",2018168,"18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 19:00:00",2018168,"19:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 20:00:00",2018168,"20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 21:00:00",2018168,"21:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 22:00:00",2018168,"22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-17 23:00:00",2018168,"23:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 00:00:00",2018169,"00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 01:00:00",2018169,"01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 02:00:00",2018169,"02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 03:00:00",2018169,"03:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 04:00:00",2018169,"04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 05:00:00",2018169,"05:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 06:00:00",2018169,"06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 07:00:00",2018169,"07:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 08:00:00",2018169,"08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 09:00:00",2018169,"09:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 10:00:00",2018169,"10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 11:00:00",2018169,"11:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 12:00:00",2018169,"12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-18 13:00:00",2018169,"13:00:00",14.02,6.1,21.01,500.8,0,7.27,70.88,0.6,0,-3.12
"C7300810","2018-06-18 14:00:00",2018169,"14:00:00",13.91,13.46,6.82,500.9,0,7.91,36.73,0.62,0,-2.42
"C7300810","2018-06-18 15:00:00",2018169,"15:00:00",13.81,13.1,7.9,500.8,0,21.02,21.26,0.12,0,-1.82
"C7300810","2018-06-18 16:00:00",2018169,"16:00:00",13.81,12,7.96,500.8,0,21.37,353.8,0.26,0,-1.32
"C7300810","2018-06-18 17:00:00",2018169,"17:00:00",13.84,11.25,7.36,500.7,0,24.6,8.39,0.29,0,-0.98
"C7300810","2018-06-18 18:00:00",2018169,"18:00:00",13.24,9.84,10.6,500.6,0,27.36,322.2,0.01,0,-0.75
"C7300810","2018-06-18 19:00:00",2018169,"19:00:00",13.09,8.16,13.84,500.6,0,27.01,347.7,0,0,-0.61
"C7300810","2018-06-18 20:00:00",2018169,"20:00:00",13.1,6.13,19.58,500.6,0,22.57,39.94,0,0,-0.5
"C7300810","2018-06-18 21:00:00",2018169,"21:00:00",13.08,2.55,27.09,500.5,0,19.72,75.65,0,0,-0.44
"C7300810","2018-06-18 22:00:00",2018169,"22:00:00",13.06,2.71,23.51,500.6,0,20.68,73.87,0,0,-0.4
"C7300810","2018-06-18 23:00:00",2018169,"23:00:00",13.04,1.9,23.58,500.5,0,19.99,64.27,0,0,-0.41
"C7300810","2018-06-19 00:00:00",2018170,"00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 01:00:00",2018170,"01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 02:00:00",2018170,"02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 03:00:00",2018170,"03:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 04:00:00",2018170,"04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 05:00:00",2018170,"05:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 06:00:00",2018170,"06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 07:00:00",2018170,"07:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 08:00:00",2018170,"08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-19 09:00:00",2018170,"09:00:00",12.98,6.29,14.42,500.6,0,20.58,16.31,0.01,0,-1.15
"C7300810","2018-06-19 10:00:00",2018170,"10:00:00",13,5.06,18.98,500.6,0,28,30.36,0.02,0,-1.11
"C7300810","2018-06-19 11:00:00",2018170,"11:00:00",13.08,5.06,16.21,500.6,0,23.32,48.44,0.04,0,-1.05
"C7300810","2018-06-19 12:00:00",2018170,"12:00:00",14.05,8.97,12.02,500.8,0,22.33,19.47,0.52,0,-0.92
"C7300810","2018-06-19 13:00:00",2018170,"13:00:00",13.95,9.2,12.97,500.7,0,22.66,78.46,0.6,0,-0.62
"C7300810","2018-06-19 14:00:00",2018170,"14:00:00",13.91,9.27,13.5,500.7,0,26.18,25.86,0.61,0,-0.22
"C7300810","2018-06-19 15:00:00",2018170,"15:00:00",13.91,8.99,15.12,500.7,0,28.31,23.22,0.13,0,0.61
"C7300810","2018-06-19 16:00:00",2018170,"16:00:00",13.91,9.17,14.35,500.7,0.25,30.31,10.47,0.26,0,1.53
"C7300810","2018-06-19 17:00:00",2018170,"17:00:00",13.99,8.8,11.81,500.7,0,32.04,343.7,0.29,0,1.99
"C7300810","2018-06-19 18:00:00",2018170,"18:00:00",13.33,7.97,14.01,500.6,0,28.66,354.1,0.01,0,1.98
"C7300810","2018-06-19 19:00:00",2018170,"19:00:00",13.16,7.03,14.86,500.6,0,27.22,29.49,0,0,1.78
"C7300810","2018-06-19 20:00:00",2018170,"20:00:00",13.13,7.41,12.7,500.6,0,26.68,352.3,0,0,1.56
"C7300810","2018-06-19 21:00:00",2018170,"21:00:00",13.1,8.26,9.39,500.6,0,29.55,333.8,0,0,1.4
"C7300810","2018-06-19 22:00:00",2018170,"22:00:00",13.09,7.98,9.05,500.6,0,27.69,18.39,0,0,1.3
"C7300810","2018-06-19 23:00:00",2018170,"23:00:00",13.07,7.13,10.13,500.6,0,24.03,42.53,0,0,1.2
"C7300810","2018-06-20 00:00:00",2018171,"00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 01:00:00",2018171,"01:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 02:00:00",2018171,"02:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 03:00:00",2018171,"03:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 04:00:00",2018171,"04:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 05:00:00",2018171,"05:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 06:00:00",2018171,"06:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 07:00:00",2018171,"07:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 08:00:00",2018171,"08:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 09:00:00",2018171,"09:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 10:00:00",2018171,"10:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 11:00:00",2018171,"11:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 12:00:00",2018171,"12:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 13:00:00",2018171,"13:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 14:00:00",2018171,"14:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 15:00:00",2018171,"15:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 16:00:00",2018171,"16:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 17:00:00",2018171,"17:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 18:00:00",2018171,"18:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 19:00:00",2018171,"19:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 20:00:00",2018171,"20:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 21:00:00",2018171,"21:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 22:00:00",2018171,"22:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-20 23:00:00",2018171,"23:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-21 00:00:00",2018172,"00:00:00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"C7300810","2018-06-21 01:00:00",2018172,"01:00:00",13.02,1.68,16.32,500.6,0,39.66,346.2,0,0,1.45
"C7300810","2018-06-21 02:00:00",2018172,"02:00:00",13.01,1.92,14.32,500.6,0,35.05,332.1,0,0,1.23
"C7300810","2018-06-21 03:00:00",2018172,"03:00:00",13.01,3,9.93,500.6,0,29.29,7.32,0,0,1.07
"C7300810","2018-06-21 04:00:00",2018172,"04:00:00",12.99,3.32,9.39,500.6,0,28.21,10.41,0,0,0.92
"C7300810","2018-06-21 05:00:00",2018172,"05:00:00",12.99,2.95,9.32,500.6,0,25.84,33.55,0,0,0.81
"C7300810","2018-06-21 06:00:00",2018172,"06:00:00",12.98,1.82,11.25,500.6,0,24.72,43.92,0,0,0.69
"C7300810","2018-06-21 07:00:00",2018172,"07:00:00",12.98,2.2,10.07,500.6,0,22.44,58.93,0,0,0.57
"C7300810","2018-06-21 08:00:00",2018172,"08:00:00",12.97,1.64,10.68,500.5,0,21.01,17.89,0,0,0.47
"C7300810","2018-06-21 09:00:00",2018172,"09:00:00",12.96,0.88,12.13,500.6,0,22.16,20.99,0.01,0,0.36
"C7300810","2018-06-21 10:00:00",2018172,"10:00:00",13.13,-1.24,21.22,500.5,0,9.2,59.54,0.09,0,0.26
"C7300810","2018-06-21 11:00:00",2018172,"11:00:00",13.46,3.58,12.77,500.7,0,20.92,49.2,0.09,0,0.21
"C7300810","2018-06-21 12:00:00",2018172,"12:00:00",14.22,8.23,6.35,500.8,0,24.36,29.11,0.49,0,0.33
"C7300810","2018-06-21 13:00:00",2018172,"13:00:00",14.11,8.07,6.25,500.7,0,23.42,330.3,0.54,0,1.96
"C7300810","2018-06-21 14:00:00",2018172,"14:00:00",14.03,8.54,6.82,500.7,0,23.31,347.2,0.3,0,3.88
"C7300810","2018-06-21 15:00:00",2018172,"15:00:00",14.06,8.45,7.8,500.6,0,26.63,340.6,0.22,0,4.96
"C7300810","2018-06-21 16:00:00",2018172,"16:00:00",14.03,8.19,8.98,500.7,0,25.95,53,0.21,0,5.55
"C7300810","2018-06-21 17:00:00",2018172,"17:00:00",14.09,8.02,7.9,500.6,0,24.37,351.8,0.3,0,5.55
"C7300810","2018-06-21 18:00:00",2018172,"18:00:00",13.74,6.94,8.44,500.6,0,24.14,20.67,0.04,0,5.07
"C7300810","2018-06-21 19:00:00",2018172,"19:00:00",13.22,3.53,18.03,500.5,0,18.24,39.75,0,0,4.49
"C7300810","2018-06-21 20:00:00",2018172,"20:00:00",13.12,4.68,13.1,500.5,0,18.65,42.32,0,0,3.84
"C7300810","2018-06-21 21:00:00",2018172,"21:00:00",13.09,4.5,11.42,500.6,0,16.36,61.58,0,0,3.28
"C7300810","2018-06-21 22:00:00",2018172,"22:00:00",13.06,4.22,11.59,500.6,0,18.12,72.9,0,0,2.85
"C7300810","2018-06-21 23:00:00",2018172,"23:00:00",13.04,6.25,6.42,500.6,0,21.45,7.39,0,0,2.49
"C7300810","2018-06-22 00:00:00",2018173,"00:00:00",13.03,6.2,6.01,500.6,0,24.22,9.98,0,0,2.26
"C7300810","2018-06-22 01:00:00",2018173,"01:00:00",13.02,5.3,7.5,500.6,0,23.56,4.29,0,0,2.08
"C7300810","2018-06-22 02:00:00",2018173,"02:00:00",13.01,5.3,7.13,500.6,0,25.83,0.89,0,0,1.92
"C7300810","2018-06-22 03:00:00",2018173,"03:00:00",13,5.39,6.28,500.6,0,27.46,0.14,0,0,1.79
"C7300810","2018-06-22 04:00:00",2018173,"04:00:00",12.99,4.73,7.16,500.6,0,27.7,354.3,0,0,1.68
"C7300810","2018-06-22 05:00:00",2018173,"05:00:00",12.99,4.78,6.82,500.6,0,26.41,19.28,0,0,1.52
"C7300810","2018-06-22 06:00:00",2018173,"06:00:00",12.98,3.89,8.38,500.6,0,22.57,10.22,0,0,1.34
"C7300810","2018-06-22 07:00:00",2018173,"07:00:00",12.97,2.57,11.62,500.6,0,17.28,68.9,0,0,1.12
"C7300810","2018-06-22 08:00:00",2018173,"08:00:00",12.96,1.05,14.25,500.5,0,17.15,47.03,0,0,0.98
"C7300810","2018-06-22 09:00:00",2018173,"09:00:00",12.95,4.43,8.11,500.5,0,12.77,329,0.01,0,0.84
"C7300810","2018-06-22 10:00:00",2018173,"10:00:00",12.99,3.28,10.47,500.7,0,15.49,13.19,0.04,0,0.72
"C7300810","2018-06-22 11:00:00",2018173,"11:00:00",13.11,1.73,15.4,500.5,0,18.04,77.95,0.07,0,0.68
"C7300810","2018-06-22 12:00:00",2018173,"12:00:00",14.18,7.33,7.09,500.8,0,21.28,20.43,0.59,0,1.2
"C7300810","2018-06-22 13:00:00",2018173,"13:00:00",14.09,7.27,7.36,500.7,0,27.53,0.14,0.38,0,3.2
"C7300810","2018-06-22 14:00:00",2018173,"14:00:00",14.09,6.7,9.05,500.6,0,31.96,14.22,0.52,0,4.58
"C7300810","2018-06-22 15:00:00",2018173,"15:00:00",14.06,6.51,10.6,500.6,0,33.45,343.8,0.23,0,5.34
"C7300810","2018-06-22 16:00:00",2018173,"16:00:00",14.11,5.99,9.99,500.6,0,30.93,38.62,0.27,0,5.69
"C7300810","2018-06-22 17:00:00",2018173,"17:00:00",14.18,4.71,13.71,500.6,0,27.28,353,0.2,0,5.43
"C7300810","2018-06-22 18:00:00",2018173,"18:00:00",13.8,3.69,15.33,500.6,0,28.74,19.95,0.04,0,4.92
"C7300810","2018-06-22 19:00:00",2018173,"19:00:00",13.22,3.4,13.51,500.6,0,31.42,27.38,0,0,4.34
"C7300810","2018-06-22 20:00:00",2018173,"20:00:00",13.1,2.79,14.56,500.6,0,29.2,35.06,0,0,3.82
"C7300810","2018-06-22 21:00:00",2018173,"21:00:00",13.07,2.57,14.19,500.6,0,28.12,65.16,0,0,3.42
"C7300810","2018-06-22 22:00:00",2018173,"22:00:00",13.05,1.9,17.7,500.6,0,26.66,9.52,0,0,3.09
"C7300810","2018-06-22 23:00:00",2018173,"23:00:00",13.03,1.9,16.25,500.6,0,26.77,26.98,0,0,2.82
"C7300810","2018-06-23 00:00:00",2018174,"00:00:00",13.01,1.53,16.96,500.6,0,28.92,44.1,0,0,2.58
"C7300810","2018-06-23 01:00:00",2018174,"01:00:00",12.99,1.72,15.13,500.6,0,30.6,40.51,0,0,2.35
